,code,date,Open,High,Low,Close,Diff,Volume,diff
77,001020,2017-10-25,2000,2040,1985,2040,40,256096,1.0049261083743843
78,001020,2017-10-26,2030,2060,1990,2005,35,298285,0.9975124378109452
79,001020,2017-10-27,2010,2020,1990,1995,10,252596,0.9900744416873449
80,001020,2017-10-30,2015,2100,1950,2055,60,859736,0.9975728155339806
81,001020,2017-10-31,2060,2060,2005,2020,35,273158,1.0024813895781637
82,001020,2017-11-01,2015,2055,2000,2030,10,453886,1.1246537396121883
83,001020,2017-11-02,1805,1960,1745,1750,15,1403379,1.0
84,001020,2017-11-03,1750,1785,1720,1770,20,236611,0.9971830985915493
85,001020,2017-11-06,1775,1820,1725,1780,10,513022,1.0
86,001020,2017-11-07,1780,1930,1775,1805,25,715197,1.0055710306406684
87,001020,2017-11-08,1795,1815,1775,1800,5,187249,1.0084033613445378
88,001020,2017-11-09,1785,1840,1775,1780,20,141318,0.9861495844875346
89,001020,2017-11-10,1805,1805,1755,1765,15,136909,1.0
90,001020,2017-11-13,1765,1800,1720,1735,30,214596,0.994269340974212
91,001020,2017-11-14,1745,1750,1690,1715,20,276609,1.0029239766081872
92,001020,2017-11-15,1710,1720,1590,1605,110,498065,1.009433962264151
93,001020,2017-11-16,1590,1660,1525,1630,25,389851,1.0
94,001020,2017-11-17,1630,1665,1620,1650,20,146303,1.0
95,001020,2017-11-20,1650,1705,1640,1695,45,167129,0.9826086956521739
96,001020,2017-11-21,1725,1725,1620,1630,65,186747,1.0061728395061729
97,001020,2017-11-22,1620,1625,1515,1530,100,592423,1.0032786885245901
98,001020,2017-11-23,1525,1535,1505,1535,5,189797,0.9967532467532467
99,001020,2017-11-24,1540,1860,1540,1650,115,8103074,1.0
100,001020,2017-11-27,1650,1650,1555,1555,95,1019020,0.971875
101,001020,2017-11-28,1600,1710,1570,1605,50,1752074,0.9469026548672567
102,001020,2017-11-29,1695,1875,1620,1645,40,5950646,1.0
103,001020,2017-11-30,1645,1670,1615,1665,20,717877,0.9881305637982196
104,001020,2017-12-01,1685,1765,1665,1690,25,1382474,1.0
105,001020,2017-12-04,1690,1700,1575,1590,100,814140,1.0063291139240507
106,001020,2017-12-05,1580,1585,1540,1570,20,512745,0.9905362776025236
107,001020,2017-12-06,1585,1620,1565,1575,5,522949,0.9782608695652174
108,001020,2017-12-07,1610,1680,1575,1605,30,1574886,1.0
109,001020,2017-12-08,1605,1615,1555,1575,30,407328,1.0161290322580645
110,001020,2017-12-11,1550,1550,1410,1500,75,337671,0.9933774834437086
111,001020,2017-12-12,1510,1530,1410,1430,70,426474,0.9965156794425087
112,001020,2017-12-13,1435,1505,1400,1505,75,445508,0.9966887417218543
113,001020,2017-12-14,1510,1530,1445,1455,50,414562,1.0034482758620689
114,001020,2017-12-15,1450,1465,1415,1460,5,788579,1.0034364261168385
115,001020,2017-12-18,1455,1455,1375,1395,65,684576,1.0072202166064983
116,001020,2017-12-19,1385,1420,1350,1355,40,398000,0.9963235294117647
117,001020,2017-12-20,1360,1380,1335,1355,0,246420,1.018796992481203
118,001020,2017-12-21,1330,1670,1315,1400,45,7568848,1.0
119,001020,2017-12-22,1400,1405,1330,1340,60,994891,1.102880658436214
120,001020,2017-12-26,1215,1245,1195,1195,145,2679171,1.0
121,001020,2017-12-27,1195,1220,1195,1220,25,733820,1.0
122,001020,2017-12-28,1220,1240,1210,1230,10,1399058,1.0
123,001020,2018-01-02,1230,1245,1225,1240,10,653752,1.0040485829959513
124,001020,2018-01-03,1235,1305,1235,1260,20,2266795,0.9960474308300395
125,001020,2018-01-04,1265,1290,1250,1275,15,1135950,1.0
126,001020,2018-01-05,1275,1315,1265,1290,15,1111120,0.9923076923076923
127,001020,2018-01-08,1300,1410,1270,1325,35,3947122,1.003787878787879
128,001020,2018-01-09,1320,1340,1270,1285,40,1026821,1.00390625
129,001020,2018-01-10,1280,1310,1270,1305,20,858110,0.9961832061068703
130,001020,2018-01-11,1310,1360,1305,1330,25,1073819,0.9925373134328358
131,001020,2018-01-12,1340,1365,1300,1320,10,738786,1.0076335877862594
132,001020,2018-01-15,1310,1320,1280,1280,40,768228,1.0
133,001020,2018-01-16,1280,1300,1275,1285,5,346624,0.9922779922779923
134,001020,2018-01-17,1295,1295,1260,1280,5,398671,1.003921568627451
135,001020,2018-01-18,1275,1295,1265,1290,10,493403,1.0038910505836576
136,001020,2018-01-19,1285,1340,1285,1315,25,579858,0.9924528301886792
137,001020,2018-01-22,1325,1325,1285,1295,20,343963,0.9961538461538462
138,001020,2018-01-23,1300,1320,1290,1300,5,392566,1.0
139,001020,2018-01-24,1300,1325,1295,1315,15,441941,0.9962121212121212
140,001020,2018-01-25,1320,1375,1310,1350,35,1145469,0.9818181818181818
141,001020,2018-01-26,1375,1385,1345,1370,20,675358,0.9891696750902527
142,001020,2018-01-29,1385,1470,1375,1440,70,2013722,0.993103448275862
143,001020,2018-01-30,1450,1585,1420,1585,145,3844953,0.990625
144,001020,2018-01-31,1600,1675,1505,1520,65,2866436,0.9967213114754099
145,001020,2018-02-01,1525,1550,1475,1535,15,1076269,0.9935275080906149
146,001020,2018-02-02,1545,1920,1510,1695,160,23183301,1.0119402985074626
147,001020,2018-02-05,1675,1775,1530,1530,165,4130802,1.0408163265306123
148,001020,2018-02-06,1470,1785,1425,1750,220,8546130,0.9722222222222222
149,001020,2018-02-07,1800,1810,1640,1640,110,3118312,0.9969604863221885
150,001020,2018-02-08,1645,1685,1610,1660,20,1084969,1.0407523510971788
151,001020,2018-02-09,1595,1785,1570,1645,15,3144984,0.9939577039274925
152,001020,2018-02-12,1655,1800,1650,1740,95,2820495,1.0
153,001020,2018-02-13,1740,1775,1655,1665,75,1725125,1.012158054711246
154,001020,2018-02-14,1645,1755,1645,1715,50,2048541,0.997093023255814
155,001020,2018-02-19,1720,1795,1710,1760,45,1583116,0.9943502824858758
156,001020,2018-02-20,1770,1855,1735,1795,35,3568469,1.0198863636363635
157,001020,2018-02-21,1760,1825,1720,1745,50,2176684,1.0028735632183907
158,001020,2018-02-22,1740,1745,1660,1695,50,1242194,0.9883381924198251
159,001020,2018-02-23,1715,1810,1645,1760,65,1723112,1.0
160,001020,2018-02-26,1760,1760,1690,1695,65,952064,1.0
161,001020,2018-02-27,1695,1715,1575,1605,90,1329604,1.003125
162,001020,2018-02-28,1600,1685,1570,1665,60,1343873,0.9624277456647399
163,001020,2018-03-02,1730,1750,1585,1585,80,2128281,0.9937304075235109
164,001020,2018-03-05,1595,1620,1520,1545,40,744088,1.006514657980456
165,001020,2018-03-06,1535,1555,1505,1550,5,443843,1.019736842105263
166,001020,2018-03-07,1520,1555,1500,1520,30,473822,1.0
167,001020,2018-03-08,1520,1575,1510,1550,30,324303,0.9967845659163987
168,001020,2018-03-09,1555,1605,1545,1590,40,380622,1.0
169,001020,2018-03-12,1590,1620,1560,1580,10,442388,0.9905956112852664
170,001020,2018-03-13,1595,1680,1555,1660,80,1032910,1.0030211480362539
171,001020,2018-03-14,1655,1670,1605,1620,40,393802,1.0030959752321982
172,001020,2018-03-15,1615,1625,1590,1620,0,282748,1.0
173,001020,2018-03-16,1620,1635,1575,1580,40,263582,0.9905956112852664
174,001020,2018-03-19,1595,1595,1520,1540,40,325293,1.0098360655737706
175,001020,2018-03-20,1525,1555,1520,1525,15,211219,0.9967320261437909
176,001020,2018-03-21,1530,1560,1500,1505,20,415384,1.0
177,001020,2018-03-22,1505,1515,1410,1430,75,786494,1.0070422535211268
178,001020,2018-03-23,1420,1450,1380,1400,30,343058,1.018181818181818
179,001020,2018-03-26,1375,1415,1340,1410,10,389463,0.9825783972125436
180,001020,2018-03-27,1435,1440,1395,1410,0,200526,1.014388489208633
181,001020,2018-03-28,1390,1410,1370,1375,35,294174,0.9927797833935018
182,001020,2018-03-29,1385,1445,1375,1400,25,287857,0.9688581314878892
183,001020,2018-03-30,1445,1455,1405,1455,55,283575,1.0210526315789474
184,001020,2018-04-02,1425,1460,1400,1420,35,172553,1.0070921985815602
185,001020,2018-04-03,1410,1415,1370,1405,15,210235,1.0
186,001020,2018-04-04,1405,1430,1360,1385,20,293694,1.0036231884057971
187,001020,2018-04-05,1380,1390,1360,1370,15,294508,0.9963636363636363
188,001020,2018-04-06,1375,1400,1350,1360,10,258087,1.0
189,001020,2018-04-09,1360,1360,1325,1335,25,322661,1.0075471698113208
190,001020,2018-04-10,1325,1345,1285,1330,5,490328,0.9925373134328358
191,001020,2018-04-11,1340,1375,1325,1340,10,280664,1.0
192,001020,2018-04-12,1340,1445,1340,1400,60,365878,0.9929078014184397
193,001020,2018-04-13,1410,1415,1365,1380,20,250933,1.0
194,001020,2018-04-16,1380,1420,1370,1405,25,146947,0.9929328621908127
195,001020,2018-04-17,1415,1435,1385,1415,10,215484,0.9929824561403509
196,001020,2018-04-18,1425,1445,1405,1425,10,254151,0.9827586206896551
197,001020,2018-04-19,1450,1450,1400,1430,5,308715,0.9896193771626297
198,001020,2018-04-20,1445,1700,1405,1530,100,2777067,1.0132450331125828
199,001020,2018-04-23,1510,1675,1510,1645,115,2388385,0.9939577039274925
200,001020,2018-04-24,1655,1665,1540,1560,85,1078401,1.0
201,001020,2018-04-25,1560,1605,1530,1530,30,590874,1.0132450331125828
202,001020,2018-04-26,1510,1570,1510,1540,10,342314,0.9840255591054313
203,001020,2018-04-27,1565,1570,1520,1530,10,287472,0.996742671009772
204,001020,2018-04-30,1535,1535,1460,1505,25,546204,1.0066889632107023
205,001020,2018-05-02,1495,1610,1470,1560,55,807106,0.9780564263322884
206,001020,2018-05-03,1595,1625,1520,1540,20,867790,0.927710843373494
207,001020,2018-05-04,1660,1930,1580,1620,80,8873553,1.0
208,001020,2018-05-08,1620,1645,1575,1575,45,707534,0.9968354430379747
209,001020,2018-05-09,1580,1600,1485,1510,65,716992,1.0100334448160535
210,001020,2018-05-10,1495,1655,1495,1580,70,1752422,0.978328173374613
211,001020,2018-05-11,1615,1670,1575,1590,10,930903,0.9784615384615385
212,001020,2018-05-14,1625,1650,1590,1650,60,663456,1.0
213,001020,2018-05-15,1650,1660,1560,1595,55,694526,1.0290322580645161
214,001020,2018-05-16,1550,1560,1470,1490,105,919944,0.9966555183946488
215,001020,2018-05-17,1495,1545,1495,1515,25,318908,1.0066445182724253
216,001020,2018-05-18,1505,1530,1485,1510,5,226249,1.0066666666666666
217,001020,2018-05-21,1500,1575,1495,1520,10,426194,1.0133333333333334
218,001020,2018-05-23,1500,1520,1475,1480,40,308604,0.9866666666666667
219,001020,2018-05-24,1500,1500,1435,1450,30,443561,1.039426523297491
220,001020,2018-05-25,1395,1425,1365,1395,55,490796,0.9721254355400697
221,001020,2018-05-28,1435,1520,1415,1500,105,535745,0.9900990099009901
222,001020,2018-05-29,1515,1515,1440,1445,55,243035,1.0
223,001020,2018-05-30,1445,1450,1395,1410,35,320618,1.0
224,001020,2018-05-31,1410,1450,1400,1430,20,197327,0.9727891156462585
225,001020,2018-06-01,1470,1520,1435,1445,15,311863,0.9633333333333334
226,001020,2018-06-04,1500,1505,1420,1430,15,157575,0.9965156794425087
227,001020,2018-06-05,1435,1465,1405,1425,5,207453,0.9930313588850174
228,001020,2018-06-07,1435,1445,1410,1410,15,172195,0.9894736842105263
229,001020,2018-06-08,1425,1425,1395,1400,10,207548,1.0071942446043165
230,001020,2018-06-11,1390,1435,1380,1425,25,252107,1.0
231,001020,2018-06-12,1425,1445,1390,1400,25,178945,1.0
232,001020,2018-06-14,1400,1410,1355,1360,40,305101,0.9927007299270073
233,001020,2018-06-15,1370,1380,1340,1375,15,157601,1.0
234,001020,2018-06-18,1375,1385,1295,1325,50,260797,1.0192307692307692
235,001020,2018-06-19,1300,1365,1285,1300,25,205687,1.0116731517509727
236,001020,2018-06-20,1285,1320,1260,1310,10,217542,0.9924242424242424
237,001020,2018-06-21,1320,1320,1275,1275,35,155692,1.007905138339921
238,001020,2018-06-22,1265,1295,1240,1265,10,87344,0.9768339768339769
239,001020,2018-06-25,1295,1305,1255,1295,30,103296,1.0
240,001020,2018-06-26,1295,1300,1260,1295,0,108268,1.0
241,001020,2018-06-27,1295,1315,1265,1305,10,161343,0.9961832061068703
242,001020,2018-06-28,1310,1325,1265,1295,10,132384,0.9961538461538462
243,001020,2018-06-29,1300,1350,1280,1345,50,228827,0.9962962962962963
244,001020,2018-07-02,1350,1350,1265,1290,55,182422,1.0
245,001020,2018-07-03,1290,1290,1225,1225,65,194918,1.0
246,001020,2018-07-04,1225,1290,1200,1230,5,206525,0.984
247,001020,2018-07-05,1250,1250,1160,1180,50,286198,0.9957805907172996
248,001020,2018-07-06,1185,1215,1160,1185,5,111660,1.0
249,001020,2018-07-09,1185,1200,1165,1175,10,72230,0.9915611814345991
250,001020,2018-07-10,1185,1245,1185,1210,35,149980,1.0
251,001020,2018-07-11,1210,1240,1205,1220,10,61307,0.991869918699187
252,001020,2018-07-12,1230,1240,1190,1220,0,92432,0.9838709677419355
253,001020,2018-07-13,1240,1240,1195,1210,10,182833,1.0083333333333333
254,001020,2018-07-16,1200,1225,1200,1215,5,65490,1.008298755186722
255,001020,2018-07-17,1205,1230,1200,1225,10,92631,0.98
256,001020,2018-07-18,1250,1320,1215,1235,10,638225,0.9919678714859438
257,001020,2018-07-19,1245,1380,1215,1270,35,1933585,0.996078431372549
258,001020,2018-07-20,1275,1365,1255,1320,50,1259583,0.9814126394052045
259,001020,2018-07-23,1345,1350,1240,1250,70,348350,1.0
260,001020,2018-07-24,1250,1275,1215,1275,25,201072,1.02
261,001020,2018-07-25,1250,1290,1195,1215,60,299026,1.0
262,001020,2018-07-26,1215,1240,1190,1190,25,208666,0.9875518672199171
263,001020,2018-07-27,1205,1230,1195,1200,10,164216,1.0
264,001020,2018-07-30,1200,1230,1195,1225,25,90684,0.9959349593495935
265,001020,2018-07-31,1230,1240,1210,1235,10,62521,0.9919678714859438
266,001020,2018-08-01,1245,1265,1235,1260,25,92240,0.9960474308300395
267,001020,2018-08-02,1265,1325,1250,1300,40,238204,0.9961685823754789
268,001020,2018-08-03,1305,1455,1285,1290,10,2841472,0.9923076923076923
269,001020,2018-08-06,1300,1330,1285,1305,15,232192,0.9886363636363636
270,001020,2018-08-07,1320,1330,1285,1300,5,98516,0.9923664122137404
271,001020,2018-08-08,1310,1340,1285,1290,10,303390,0.9923076923076923
272,001020,2018-08-09,1300,1300,1270,1275,15,159787,0.9883720930232558
273,001020,2018-08-10,1290,1290,1245,1250,25,178715,0.9920634920634921
274,001020,2018-08-13,1260,1270,1225,1230,20,92880,1.0
275,001020,2018-08-14,1230,1350,1225,1275,45,1068466,1.0119047619047619
276,001020,2018-08-16,1260,1260,1200,1245,30,281448,1.0163265306122449
277,001020,2018-08-17,1225,1250,1215,1220,25,153539,0.991869918699187
278,001020,2018-08-20,1230,1230,1190,1195,25,236021,1.0084388185654007
279,001020,2018-08-21,1185,1220,1185,1195,0,186616,0.9958333333333333
280,001020,2018-08-22,1200,1205,1180,1195,0,276211,1.004201680672269
281,001020,2018-08-23,1190,1225,1180,1220,25,189546,0.9959183673469387
282,001020,2018-08-24,1225,1225,1190,1200,20,125958,1.0
283,001020,2018-08-27,1200,1210,1185,1195,5,132175,0.991701244813278
284,001020,2018-08-28,1205,1205,1185,1190,5,152060,1.0
285,001020,2018-08-29,1190,1220,1185,1200,10,144550,1.0
286,001020,2018-08-30,1200,1230,1190,1195,5,143896,0.991701244813278
287,001020,2018-08-31,1205,1245,1195,1215,20,493720,0.9918367346938776
288,001020,2018-09-03,1225,1225,1190,1200,15,206426,1.0
289,001020,2018-09-04,1200,1245,1200,1200,0,323051,1.0
290,001020,2018-09-05,1200,1245,1185,1230,30,460878,0.9959514170040485
291,001020,2018-09-06,1235,1270,1200,1250,20,542628,1.0
292,001020,2018-09-07,1250,1250,1220,1240,10,162948,1.0
293,001020,2018-09-10,1240,1245,1215,1215,25,130303,0.9959016393442623
294,001020,2018-09-11,1220,1240,1205,1235,20,144126,0.9919678714859438
295,001020,2018-09-12,1245,1245,1215,1220,15,74909,1.0
296,001020,2018-09-13,1220,1235,1215,1225,5,80532,1.0
297,001020,2018-09-14,1225,1255,1205,1225,0,218415,0.9959349593495935
298,001020,2018-09-17,1230,1230,1200,1220,5,191644,0.991869918699187
299,001020,2018-09-18,1230,1230,1185,1210,10,223953,1.0
300,001020,2018-09-19,1210,1210,1165,1165,45,326985,0.9957264957264957
301,001020,2018-09-20,1170,1180,1130,1145,20,232896,1.0177777777777777
302,001020,2018-09-21,1125,1165,1120,1150,5,138374,1.0087719298245614
303,001020,2018-09-27,1140,1170,1135,1150,0,74000,1.0
304,001020,2018-09-28,1150,1165,1115,1135,15,231060,1.0
305,001020,2018-10-01,1135,1135,1090,1100,35,340272,0.995475113122172
306,001020,2018-10-02,1105,1115,1030,1045,55,373867,1.0048076923076923
307,001020,2018-10-04,1040,1060,980,982,63,512163,0.9919191919191919
308,001020,2018-10-05,990,997,841,879,103,1911601,1.0
309,001020,2018-10-08,879,920,878,888,9,492425,0.9966329966329966
310,001020,2018-10-10,891,911,805,829,59,536942,1.008515815085158
311,001020,2018-10-11,822,881,765,851,22,579331,0.9670454545454545
312,001020,2018-10-12,880,880,831,860,9,220588,1.0225921521997623
313,001020,2018-10-15,841,891,841,874,14,205200,1.0282352941176471
314,001020,2018-10-16,850,872,850,862,12,117104,1.0
315,001020,2018-10-17,862,873,849,864,2,160333,0.988558352402746
316,001020,2018-10-18,874,874,850,864,0,128799,0.9840546697038725
317,001020,2018-10-19,878,878,850,863,1,112033,1.0
318,001020,2018-10-22,863,863,849,859,4,129841,0.9988372093023256
319,001020,2018-10-23,860,864,822,839,20,131595,1.0132850241545894
320,001020,2018-10-24,828,845,788,791,48,172252,1.0
321,001020,2018-10-25,791,791,732,752,39,203246,0.9817232375979112
322,001020,2018-10-26,766,773,715,730,22,160196,1.0
323,001020,2018-10-29,730,755,712,712,18,189786,1.0113636363636365
324,001020,2018-10-30,704,740,674,740,28,246069,0.9548387096774194
325,001020,2018-10-31,775,796,740,772,32,139451,1.0
326,001020,2018-11-01,772,806,770,796,24,121248,1.0179028132992327
327,001020,2018-11-02,782,836,782,830,34,143120,0.9940119760479041
328,001020,2018-11-05,835,1010,810,907,77,4132502,1.0055432372505544
329,001020,2018-11-06,902,906,858,894,13,602138,0.8966900702106319
330,001020,2018-11-07,997,999,867,880,14,1089921,1.0
331,001020,2018-11-08,880,911,877,883,3,203500,1.0068415051311288
332,001020,2018-11-09,877,889,846,858,25,124393,1.0
333,001020,2018-11-12,858,885,843,857,1,116750,0.9988344988344988
334,001020,2018-11-13,858,866,830,858,1,114484,1.0
335,001020,2018-11-14,858,864,839,856,2,71381,0.9907407407407407
336,001020,2018-11-15,864,885,847,870,14,122047,0.9931506849315068
337,001020,2018-11-16,876,879,860,871,1,118592,0.9908987485779295
338,001020,2018-11-19,879,881,865,867,4,83207,0.9841089670828603
339,001020,2018-11-20,881,881,860,867,0,62674,1.0
340,001020,2018-11-21,867,878,857,868,1,57463,1.0
341,001020,2018-11-22,868,870,850,859,9,83601,0.9896313364055299
342,001020,2018-11-23,868,868,830,835,24,116203,1.0048134777376654
343,001020,2018-11-26,831,852,814,833,2,77960,0.9823113207547169
344,001020,2018-11-27,848,968,835,916,83,1892570,1.0
345,001020,2018-11-28,916,917,885,887,29,271544,1.0079545454545455
346,001020,2018-11-29,880,901,880,885,2,113722,1.0056818181818181
347,001020,2018-11-30,880,1010,880,922,37,1734867,0.987152034261242
348,001020,2018-12-03,934,942,912,928,6,295953,0.9989235737351991
349,001020,2018-12-04,929,931,901,916,12,194827,1.0257558790593504
350,001020,2018-12-05,893,915,893,915,1,166948,0.9924078091106291
351,001020,2018-12-06,922,924,897,897,18,128964,1.0
352,001020,2018-12-07,897,917,877,882,15,188787,1.0057012542759407
353,001020,2018-12-10,877,905,834,849,33,263083,1.0
354,001020,2018-12-11,849,863,812,819,30,161022,0.997563946406821
355,001020,2018-12-12,821,871,821,836,17,123300,1.0
356,001020,2018-12-13,836,849,829,838,2,59932,0.991715976331361
357,001020,2018-12-14,845,845,816,840,2,176560,1.0
358,001020,2018-12-17,840,842,822,840,0,38230,0.995260663507109
359,001020,2018-12-18,844,884,840,876,36,185718,0.9831649831649831
360,001020,2018-12-19,891,1000,872,894,18,1353269,1.0044943820224719
361,001020,2018-12-20,890,897,852,852,42,187182,1.0130796670630202
362,001020,2018-12-21,841,868,831,840,12,110275,0.997624703087886
363,001020,2018-12-24,842,890,839,865,25,144880,1.0
364,001020,2018-12-26,865,878,849,865,0,161136,0.9719101123595506
365,001020,2018-12-27,890,923,857,923,58,262538,1.0
366,001020,2018-12-28,923,955,904,935,12,244335,0.9989316239316239
367,001020,2019-01-02,936,963,919,920,15,159771,1.0021786492374727
368,001020,2019-01-03,918,929,877,886,34,93616,0.9899441340782122
369,001020,2019-01-04,895,909,865,907,21,70007,1.0
370,001020,2019-01-07,907,925,900,919,12,109915,1.0
371,001020,2019-01-08,919,990,908,917,2,193121,1.0010917030567685
372,001020,2019-01-09,916,916,902,911,6,70065,1.008859357696567
373,001020,2019-01-10,903,940,902,918,7,91351,0.998911860718172
374,001020,2019-01-11,919,950,919,930,12,181444,1.0
375,001020,2019-01-14,930,945,927,936,6,91916,0.9852631578947368
376,001020,2019-01-15,950,950,930,930,6,125200,1.0
377,001020,2019-01-16,930,943,929,932,2,61495,1.0
378,001020,2019-01-17,932,938,919,922,10,81511,1.0032644178454841
379,001020,2019-01-18,919,932,912,923,1,95760,0.9924731182795699
380,001020,2019-01-21,930,1090,930,1070,147,3285535,0.9727272727272728
381,001020,2019-01-22,1100,1120,1015,1065,5,778797,1.0047169811320755
382,001020,2019-01-23,1060,1060,1015,1060,5,378586,0.9592760180995475
383,001020,2019-01-24,1105,1150,1035,1085,25,687651,1.0
384,001020,2019-01-25,1085,1130,1070,1115,30,581209,0.9330543933054394
385,001020,2019-01-28,1195,1195,1080,1115,0,838236,0.9911111111111112
386,001020,2019-01-29,1125,1195,1060,1115,0,1535742,0.9867256637168141
387,001020,2019-01-30,1130,1135,1050,1050,65,493412,0.9767441860465116
388,001020,2019-01-31,1075,1080,1020,1040,10,239546,1.0097087378640777
389,001020,2019-02-01,1030,1040,1000,1025,15,270546,1.0
390,001020,2019-02-07,1025,1025,997,1000,25,201407,1.0040160642570282
391,001020,2019-02-08,996,1035,996,1015,15,135703,0.9950980392156863
392,001020,2019-02-11,1020,1055,1005,1055,40,121990,1.0
393,001020,2019-02-12,1055,1060,1025,1040,15,100792,0.985781990521327
394,001020,2019-02-13,1055,1060,1030,1030,10,139487,0.9856459330143541
395,001020,2019-02-14,1045,1050,1010,1030,0,148072,1.0
396,001020,2019-02-15,1030,1050,1015,1020,10,157574,0.8571428571428571
397,001020,2019-02-18,1190,1195,1060,1060,40,3133938,1.014354066985646
398,001020,2019-02-19,1045,1055,992,1015,45,739012,1.0180541624874624
399,001020,2019-02-20,997,997,938,947,68,1068983,0.9989451476793249
400,001020,2019-02-21,948,975,939,962,15,292202,1.0105042016806722
401,001020,2019-02-22,952,967,905,934,28,599397,0.8937799043062201
402,001020,2019-02-25,1045,1050,940,956,22,1476065,1.0063157894736843
